,R2,m,b
IFI44L,0.4164433353937841,3.840099558477329,10943.571349687072
RUFY4,0.8417328384528195,3.8950264417309866,509.1508936862414
PLEKHG7,0.520367121775785,3.351873653420556,2025.6956848761788
RBM43,0.16633675009956073,2.3971069643971608,468.1818370937393
PARP10,0.006839848196548037,0.29406803360368505,2050.7968646348395
IRF7,0.03411601508556017,1.0139296849290003,2220.5138187311513
TRIM26,0.22296533585782463,0.9987364529411032,2125.6806784679698
UNC93B1,0.4559518265779672,5.2893095694966625,-354.03308550675956
PARP8,0.5935150301882813,1.614183119774634,3658.707482877481
GBP5,0.7968174901250908,11.656803866160255,522.2363856563836
NEXN,0.12470193227999837,2.5002539255824985,448.91189526585634
BCL2L1-AS1,0.632504523064723,2.6805396253974716,310.0580060474647
RNF213,0.5121381450313303,2.9681420164828474,16768.056315212103
CXCL10,0.6169178399138681,7.562023865508077,507.85599093472484
OASL,0.44480991764727273,15.51008686389341,3664.713275871677
SP100,0.4058773241314011,1.4899071822475576,11068.362948615626
IRF2,0.09956027607308648,0.4088701910492034,10240.51505517503
TTC39B,0.856719271246021,6.397344163793881,-102.54433301675351
TSPAN5,0.9510104386192358,2.241579793256257,134.02650098969616
TBX19,0.2134582871581172,1.4054664360214195,225.3177647339071
NUB1,0.40912606762970505,3.4803063862901653,2434.6367810514485
SECISBP2L,0.4508476004021823,2.2806643795019124,2717.987580869246
KCTD14,0.8355002726595383,3.828671690705628,-46.97222055683284
LAMP3,0.7758790271484837,3.1117761796212875,3931.278015841537
TMEM255A,0.7499136294839787,2.8663873333617724,16.429241187391142
MCL1,0.525894535734428,0.7456630625660722,1662.9478755642467
RBBP6,0.2168762640036791,1.0595827779688707,2821.88250439824
BBX,0.32685445343400876,0.9575748325370028,2786.7573120131906
TRIM22,0.7390733828651378,3.222802045550293,4355.696911749619
MIR3614,0.4935826091341693,3.111264745547595,87.32542724209429
CMTR1,0.0004906123798422701,0.11619010449526466,6081.920039892107
MAK,0.05769889578610454,0.838718000792871,1199.327493685703
STIMATE,0.2010191452376624,3.277282833663413,220.0588324576729
TTC38,0.21003589337578832,3.6301472142148477,1787.6921158071113
STIMATE-MUSTN1,0.15928052468544684,2.9717821178342674,576.3365124303182
APOL2,0.5016040443206891,3.3659077176447605,1620.3012881473323
PABIR3,0.3101099112085465,0.9016096061389617,641.506225369877
GNB4,0.4562721086298729,3.0968089004781185,427.61756711142016
ANXA2R,0.1973255097903539,2.339963558406167,559.3886022713913
DSP,0.025399748703391234,-3.2903015257537325,16.743091733961293
ALPK1,0.2877913313756,1.4474699390166084,1537.971032046415
BISPR,0.3581694383926558,2.959841701181344,1070.9098111027147
LOC124906242,0.5517851527649287,6.078488613496996,123.94004974613355
TLK2,0.24517569743916512,0.6487771433901486,4894.720273382647
SLC25A28,0.05054282347785832,0.5566779766074433,1178.3902939269806
ZFYVE26,0.3397885447301012,1.3460660747182718,3857.0131617998104
LOC124903696,0.2558115332420904,1.1916347612578686,503.89488936083205
TMEM268,0.25516138269045296,0.6622275997227222,1238.8528992102597
MVB12A,0.49760775245951805,3.5750777866450982,1351.9148757838866
BAZ1A,0.6389513014579,1.2986183091694072,4066.483610263811
ADAR,0.11473687958377954,0.74070236077871,6482.740767420662
CCDC71L,0.4594691569934328,1.7352061371464171,106.32053099219945
CREM,0.37427612783914144,1.245975560173674,3686.9666658445403
SCLT1,0.006553584999051121,-0.15390625737310473,9516.3152075329
HESX1,0.3870821219616323,3.8710114495639805,63.876744040086976
INPP1,0.39425886947318967,3.294949912214818,-249.38415287763814
PGAP1,0.05340745844520045,1.1872014151853993,1516.6469091943945
FCHSD2,0.5848529141534202,0.8291443044487254,14726.970697983037
IFI27,0.5680305443184763,3.4448028452666906,-35.76091984692334
TMX1,0.2611695207740188,1.8972825425064583,579.9397420157582
TRIM69,0.8191124833076998,1.6207432779229591,224.00817450692932
GPR135,0.6489492345751202,4.46799078471914,-91.94662668285423
LRRC3,0.6289010157336845,5.894639027630552,211.66004114373789
ELF1,0.4725656507276885,1.9645817770445804,-655.9851415665489
LACTB,0.5387723208285211,2.5865521515425733,1415.108553402709
RBCK1,0.11315253566838679,2.203206596202942,3892.6075391246254
SSTR3,0.5741130700595584,3.587636203057077,1746.7650635084074
YEATS2,0.015796461433481013,-0.4905252811315137,9510.879168583751
SYN2,0.2906537191801659,10.138038808538507,246.14532308595187
LAP3,0.5159834407824294,7.312113156113091,392.1358416354633
USP30-AS1,0.12433554689749249,0.7180557200246168,138.33358753080455
LOC107984251,0.4081762461366907,1.7940051717365741,641.261886980533
PHACTR4,0.5626926874225715,3.3082403362591277,-2830.299680603064
EXOSC9,0.21445426591636851,1.4453615094280015,1181.54941516796
TENT5A,0.7663612713556673,2.998023019199892,36.0281366753606
USP28,0.043188398683500884,0.5350446014884701,2916.2481188043885
MLKL,0.4105360426015122,3.5547168673327603,1179.1228325493498
NLRC5,0.015533976021617435,0.37151932513438235,17498.349960792846
DAPP1,0.30256468101384715,1.9253811664165263,4910.573416861039
ST3GAL5,0.6644825438757318,2.2179217043186186,-32.9619213663766
OGFR,0.04591214921961184,0.6066181900067975,904.645009816526
GBP2,0.22676331478389455,3.2936604940309135,1175.7591479924467
ANXA2R-OT1,0.3408010127594554,2.7215051107021955,-256.67279883545416
GFI1,0.6460414337394402,1.1710974615581093,72.27394063157885
LGALS9,0.023703458355930795,1.1203628556404845,5886.714138524742
GCNT2,0.6158112929312597,1.6784572341658877,5235.74646551815
BTG3,0.5798255695784181,1.7713510774460828,-225.3163702917625
LINC01055,0.8688057365013222,2.263135842996733,1069.7633360538953
PWWP2A,0.2963064183756263,0.7267068087564174,1039.2069196124635
ZBP1,0.2590086038860975,4.979774368902623,1534.1088789728542
IFI35,0.2666753107646642,2.8941710714363187,1048.4094086420073
DNAH8,0.7419703166336029,2.4519690830695793,655.1876335836359
CDC73,0.03889489820399361,0.4859217912519611,6140.928577436724
ETV6,0.0177565374045332,0.13414595084159286,36561.35251074008
KIAA0513,0.845950820727903,2.498817041828528,-111.52386656545514
PDGFRL,0.006821826574327283,2.062556120514851,157.63742380338914
LAMC1,0.9301338868636495,0.420384161908007,26.378812582423848
MICB,0.47038274984522555,3.150616036067987,-1028.4055852139631
HSH2D,0.0263577512346872,0.34526364162025874,7822.950128155485
CDKL1,0.4619843379246379,1.9005401865822735,422.24495168109274
SHFL,0.09192311184527169,2.487280698183955,1782.7091685488933
NTRK2,0.877509295412799,2.951525543037692,552.7532634979211
ANO7L1,0.24846176356112348,2.3795228689219226,182.80495772638938
TNK2,0.48526770028822086,1.4052399550845038,2235.900239645474
STX17,0.29716984848826933,1.2404741710321272,1480.6259174883428
L3MBTL2-AS1,0.7146561719137436,2.9148571991551555,2.4153020322280128
AIM2,0.5534660339125862,2.2422477931514204,1308.2945252730067
LOC105378647,0.8169391837491022,4.583281893104033,363.03891874201724
RFX3,0.16175611239637822,1.1216489352734058,3243.4078653592837
PTCH1,0.7927708079879198,0.7332943837849293,-128.94619899268173
JAK2,0.5781602243665273,1.1650010708852852,4903.356039286617
TREX1,0.0007078869872246818,0.061567739492921644,928.6168894467266
ZC3HAV1,0.04513012011198947,0.7721597009973759,14845.337069100236
MORC3,0.510020043586191,1.7454141227046356,2599.7079899993946
CCDC194,0.002732268942282734,0.28727976326988036,4239.06351334835
HNF4G,0.8922532195087167,1.4637692492875927,409.9198662535141
RTCB,0.04613079543404919,1.5308684096344443,2590.337550363832
GPR180,0.26758628859826783,1.6634805361878726,1576.2218086883254
NRSN2-AS1,0.441389017200136,1.4260549348603795,90.35907959726853
TENT4A,0.15790380964535944,1.1457208457293002,1231.545666136591
CGAS,0.09165088132122201,1.1542825910613068,2345.2918512052765
PIK3AP1,0.8762383351336236,1.1923028526686292,1949.0219959319738
LDLRAP1,0.5738545379290614,0.4079838014921006,17.461854117632015
PLAAT2,0.13703741426227245,3.041875152022647,336.35631827443717
DTNB-AS1,0.7276780648438894,3.0022164792119823,486.75997597039714
SNX27,0.35729093809415413,1.0912612037264278,654.7892967572886
IFITM3,0.5845728361440419,3.732651930870986,20.42166562086483
ASPHD2,0.7369017374051801,1.8942139074887188,-107.58523436105418
NUDCD1,0.19017997776474493,1.9763779736779294,3533.3070949819926
QKI,0.09429364228854364,0.4762172649525716,5787.490676918389
TNFAIP8,0.45575351011426557,1.2012994522671159,7635.584503783322
BMF,0.3070748097353464,0.3391547570278605,221.2260026411763
BCL7A,0.8959846752225762,0.42381202988416455,110.68351698500032
LOC105371082,0.0004485500658925057,0.0762198435054039,5251.547187226143
LINC01543,0.739468783688643,15.289947757497572,-88.28285510823434
CXCL9,0.70312213004544,7.7293644150165814,51.73221395048807
ITPR1,0.9045253785020066,1.5047025173147388,1271.6891855413442
ADPRS,0.4148782278304931,1.4297175861448128,339.42689365987064
ARHGAP27,0.19655260459916535,1.4203389480733584,1541.964252490941
CPEB2,0.837941805464846,1.0693019356700846,1956.1707888167016
CARD8-AS1,0.22286852213812758,0.7090544354449665,95.8035891969048
ZNF710,0.36144727607407723,0.9708209661941639,2126.2192172737628
TIA1,0.03725882243390455,-0.5827526291852875,4717.568497167598
ANXA2R-AS1,0.4311657335564062,2.2247784185970905,248.08253197218238
SAMD4A,0.5395292566548899,1.1723965736686353,2816.520502748184
PARP11,0.3515039972102486,4.132522212369611,-529.8183580765699
SHROOM3,0.5860124077283075,1.3082191390669717,587.2666932583011
DGLUCY,0.4097180957326291,1.0281955470692516,3558.7524892232304
LOC124902034,0.2796854407190671,4.247869889095142,258.1514497137218
RHOBTB2,0.7313918527449795,0.43852200488970267,36.47507996702558
RP2,0.16764980093843218,0.9396953226204383,419.80461265058807
RPAP3-DT,0.6241521909036414,2.3104583309306492,254.98403969379785
SCIN,0.7557726185124228,4.849318917287393,-51.64532099258673
SFMBT2,0.7779288235129835,1.549912443930445,-492.0664295630886
PPP2R2A,0.18560775548484976,1.2778242083474003,4021.820385362593
CHMP5,0.009801747453419773,-0.27199733632715356,2227.4194949995094
LOC124905076,0.029241226571034118,-0.6770263003896322,151.44424729332212
FLNB,0.4277643891798497,2.773697761045447,410.29890847916795
C4orf33,0.3107205396860857,1.4933875506189729,621.9778899442287
SMCHD1,0.7055411197578021,2.1507693993242047,164.1637952883284
CALD1,0.7575296930809735,4.289318060941301,68.23732710885173
MOV10,0.32748455410102617,1.6488766421039287,1239.9879743536403
CDK17,0.3290186699283074,1.5840368335481656,3480.832865635746
BAG1,0.17663157373370575,1.1881643544134077,973.174385563218
BCL11A,0.9429630354780251,1.6184250291542495,162.05907627374245
TAP2,0.00929674141117931,-0.28749238149903167,4404.635891691986
GIMAP2,0.21463327905791696,1.111865598782054,520.4261672989318
SLFN12,0.08530212263760517,1.007597993206596,316.99022267397885
CACNA1D,0.8840863485942116,3.8632338495986707,-504.94201012469034
MAN1A1,0.8751140044784327,1.8691395336606456,1095.0012177066637
LINS1,0.556771287761876,1.3525951436729815,820.3067013064876
TMEM187,0.03522345819074357,0.36462147175130727,314.7288397268027
TAFA2,0.026747089767847787,1.3103069460195165,1703.4120149103428
GCA,0.6860915754686353,2.1994707918203837,732.4783149719515
C21orf91,0.419381851439113,1.6819713443735747,2006.9169816683434
CXXC5,0.3437669695362513,0.24569435630917547,378.6594614322787
KDM4D,0.2625193657862981,1.604855639231478,159.67211734290817
BPGM,0.5490392352922346,2.656730856815397,578.739821160844
PANK2,0.03874579867546579,-0.2813431354465952,11219.67561636661
SLC25A42,0.3388031451597855,0.27392520188263264,500.98359127420633
IRF8,0.26603116052065545,2.067920002175209,9961.915210079607
UBE2F,0.015824539307386476,0.9193119668445177,1992.2112772901569
APOL1,0.6756316315402693,5.679351494026581,1393.3543764309238
QSER1,0.27370348334487804,1.0062440175664178,1461.5793612195066
SP140,0.7964517066367007,2.0471360943222865,3331.9678432830588
TECPR2,0.70616312641603,1.4032194062915135,147.7378558134469
PAX5,0.5987606999738858,1.399150345566875,477.57277457609234
ZNF107,0.33494929922744276,2.338025327223727,3861.3738527674022
PPFIBP2,0.8765653774946525,0.49073744764987676,926.7693599684862
MOB3C,0.49794246598201464,1.8223277682821366,232.5619784096254
CMKLR1,0.6483680172668667,2.8567930841328826,833.0438092853153
FRMD3,0.9917639349904955,2.846261636353116,-250.92182228677518
CARD11,0.6209328461573316,1.1242672595115077,2834.5399472371455
SRGAP2,0.5728678621300511,0.9251700634353891,514.8391700262066
SOCS1,0.02453283141793705,0.4517617868383742,3043.1783319727983
WDFY1,0.8143497861029321,1.332465670968615,1649.2717555694257
ARHGAP25,0.8873634954385367,1.5276485068095644,947.7536881687513
POGLUT3,0.5813752608716571,3.063658947157119,251.68408743854343
SPAG6,0.34344973583559013,0.889651178212328,165.31673250019094
HERPUD2,0.2587097500059894,1.3601084656809195,175.7511324287425
NOD2,0.28364425656958636,1.7150084880006922,119.67343024215393
NABP1,0.13021674914298698,2.070349421350743,1240.7507095965325
ECE1,0.8300475945482553,2.5979709798274984,1008.5437192711502
APOL4,0.16360133821363132,17.26011565331277,268.64254978982706
SYNPO2,0.5339035872628826,3.777778410935976,-11.226591571834206
SLA2,0.7207530699080003,3.7506919822594993,19.787582170939032
CLEC2D,0.8601845772255658,1.4939476307070725,1575.27925126247
KIF21B,0.41024676435356233,0.289152902895753,346.0715425259064
FAM53A,0.7774131798987843,1.5325215353538644,51.24329414710212
PHF11,0.20940136886607608,2.0262407570900263,2885.886833489041
GRM4,0.7003787756457094,2.489581497588578,80.68780085648183
MYH7,0.8135042304858102,3.925428679708696,23.157119408393022
SEMA4B,0.7209572724754829,3.806611453784018,111.86691561087036
MIR600HG,0.20962392335780933,0.38637188457900984,322.04873952397804
TMEM106A,0.6479791785454125,1.7203713037823989,193.99366110049766
GATA3,0.8819941580417668,0.8506972869120545,619.925189702079
BHLHE41,0.33686612236177504,0.17186939156432934,3.9580993334969996
HIF1A,0.13109979025610707,0.8583050264553822,4185.18873791402
LOC105376505,0.08653261205119334,1.0057252528479024,1500.7689545179473
CYP2J2,0.6623417694876452,4.925419577840578,70.2460751761424
LOC124901043,0.616086919254675,1.4741154461560517,128.8764438310194
LINC02068,0.47028548770187717,7.372680088279766,744.7904576681908
ERAP2,0.6791123757254728,2.3110698228046593,135.549563882475
OFD1,0.7543301120094543,1.5780880301050217,182.94888400390118
NOD1,0.23230107149493529,1.2368663815433993,457.8775894016577
ATRIP,0.5257263556919334,1.1244884419379138,413.6163042015828
ATRIP-TREX1,0.5357941962444834,1.129805251716325,407.40979188679466
DIPK1A,0.7548929260774098,1.5464593313228194,139.36855247549374
LOC124903741,0.8169644041918861,3.3982681415631064,171.75697485877936
FAM53B,0.5779780717185474,0.7788992151608247,1961.6164978025936
LOC124907988,0.3800330792891926,0.6691819340887495,78.81505565619479
VSIG10L,0.14691180885414046,1.2866656183519483,163.97223203595357
CSNK1G1,0.13005891882464204,0.6068908282006212,4197.808738792426
FAM8A1,0.1068493851958684,0.432501558665127,209.1136303478118
GVINP1,0.7549590142597523,1.3450524746625359,409.5088264999153
ZNF267,0.23248376946656224,1.6037730794466778,8723.547942841464
CASP7,0.03539868826856829,1.638249260357231,2703.762044913384
RASA3,0.8160693667207758,0.5512325719300981,708.5481354079911
ATP10A,0.821037695032079,2.2849882234715078,252.97476273532976
CHRNA6,0.6775630651273085,1.8378959319225108,253.3381818690872
MRPL44,0.9686383585629851,1.8116054011559275,-134.53926904088235
STOM,0.007682488391653419,0.17519010510784136,845.3552750948797
CERS6,0.6222463328609071,1.1923520908218774,6257.033392552023
KDM6A,0.9152815636706289,1.2177983172235014,611.9917538082809
LOC105373456,0.41966485425735744,2.5289944891642047,55.957402203587435
DNMBP,0.890531158179374,0.6753562424871928,107.80470543246474
ETV7,0.40228050256878434,2.509775622198298,763.06748857189
GPBP1,0.4702307847012057,1.5181618201998888,2760.659588248949
NFAT5,0.3832312745232652,1.2390680012287445,6488.712062774303
SNX6,0.3560808293284069,1.7354414821574982,1514.099711663941
SYNRG,0.5274184746808848,1.4861617401404794,966.6075548327863
SP140L,0.15601643107742325,2.461480460227085,1396.431213173858
LOC102724608,0.8582150738094774,2.1071900267860335,775.2931837925722
AZI2,0.302228875202316,1.692488495471462,540.462274413992
ITIH4,0.4850227557353688,1.4363019889743687,73.87733925310158
CD2AP,0.5003696182626716,1.5342060237264072,1495.2241385029138
LOC105377524,0.26775085793306996,0.7861502374501347,30.808507811675803
LOC124900465,0.4352258975156639,2.465023003143031,114.24660099824541
IFITM1,0.1383995530101374,1.847473284114006,1054.311998304634
TNK2-AS1,0.3773595134059543,1.2404288193197932,218.9821040282665
ASPH,0.8540725529552682,1.374474459684831,338.20149873101536
POU2F2,0.5393167838117756,0.35923371468625637,489.9139890831491
CFLAR,0.8155912816078876,1.1474996564843214,13379.42368925937
KCNA3,0.8768182239725679,1.6472219326480373,218.5440914865177
LOC101926887,0.6397229724086525,1.3291101626488424,207.14543723668916
MFSD14A,0.3507700259112073,4.255015481395476,-2632.620946754045
LOC124900685,0.38783027691445593,1.1680454562326856,128.8209726188286
SLC15A4,0.6264124932289653,1.5587086456480268,354.9338115344581
MAML2,0.4494436609506165,1.054889858486453,3984.1711556048986
LY6E-DT,0.866536770843988,1.7077552416573711,285.5111647801245
ATXN7,0.03566817334847128,0.3076827799448149,8243.613441801172
LIMD1,0.4960447831607472,0.7356727779155207,-23.364674379983626
CCDC77,0.3210152983398472,1.0413505124370215,639.9143423392806
ZNF318,0.5158899008020511,0.4647404785076052,-160.27180239995323
KCNA1,0.6307567104786863,1.596235532192894,60.71298162869491
ST3GAL1,0.7576567080677036,0.676139930336934,105.88230498391408
SOGA1,0.7797663663543709,0.8393164527232743,-278.78318494026234
CARD8,0.14950040483753058,0.5178021477529651,4081.259621580507
DYRK2,0.7379323965496536,0.46753876715167575,-37.939504486228145
MICA,0.7859032335516725,1.7858159852623985,91.56465227761805
PRICKLE1,0.8780226343222542,2.4268439467503757,30.700031176375376
TBX21,0.6441728914538499,3.0797353593037515,62.056537431959896
SIK2,0.6373031899246868,0.4349193429888771,471.44253236752854
LINC01138,0.19772666906374214,1.2620195283205276,268.8727216994654
PLAT,0.03562281731646566,0.3629909793048376,203.1658937274665
CRTC3,0.0021310169915288446,-0.06043942542959311,6239.923512648992
TMEM62,0.35606245569846806,1.098101709102759,2331.284240560838
LOC105372300,0.7326371938679339,2.1421120958896194,31.46301257793297
GPD2,0.789271742960288,1.1426901455135259,519.4840155838879
GSN,0.3070744334580483,1.8583823513129543,646.5272451964715
GBP7,0.45928176828127065,1.8967770998876454,21.326196742878082
MAST3,0.6558238606152502,0.4835911478560302,268.11195791474915
LY6E,0.36810847427294213,1.769103413108507,997.1138151513246
ZBTB20,0.8266920397619428,1.4771429833998677,-132.6714370220525
TRIM38,0.48099391674619807,2.2735681221661026,365.72925463302454
EVL,0.2680285867750677,1.0743062838676336,10972.824579965862
NCEH1,0.17961305795215599,1.2962458911024224,420.9006104994245
DNAJA1,0.010830841888155973,-0.42140414680283583,4625.676723466562
SIGLEC14,0.7721242892529389,4.2964418265969355,49.21101119215761
NEUROG2,0.8759922298841669,0.9075414223076876,5.864011807232487
DIP2B,0.890835867648071,0.7749696648311232,4105.81084635323
ZNF620,0.34065843442867305,1.1973506500319515,281.53871043249
INTS12,0.027850526955561117,0.2617849594180553,959.3018491943168
FAM13A,0.9751094626563077,1.7839735841975044,16.46078305711194
CCR1,0.9155418999311076,1.6761906864228995,53.06296821981161
SAT1,0.7702046333496348,8.667253608277909,-204.0304657428901
LOC107986776,0.5734787372718408,4.485173113732873,264.7807044331217
WDR64,0.6684137168073334,7.127296938555044,268.79236379652326
MTMR12,0.5065667807465473,1.010955424793695,824.0061786700526
FRRS1,0.717670081205525,2.9000562373997605,-386.06588748430886
KIF9-AS1,0.8453071646566225,2.8019498959339,259.39833207065067
