,R2,m,b
FAM135A,0.500937648737728,1.1613389925064752,1454.7587761778232
FGL2,0.7925188734707326,3.0471447335141146,95.52621027941433
LINC01260,0.5273345062593848,3.6948300342300855,26.060969125043215
CASK,0.9468484730554456,1.4322410757532014,82.01812454330411
THTPA,0.0812986156874842,0.3932829678378381,821.2703876902673
B4GALT4,0.09492495656718714,1.9650783239362293,562.3699964499342
CXCR3,0.20808873446811293,0.32012774395781196,25.099772978403877
CDCP1,0.978317873502625,2.0234401244923252,-12.091476723920152
AGAP3,0.2942042889416625,0.3373220525688806,207.67867721996777
STRADA,0.13558057726557882,0.7670788908072189,1365.3202431931472
TTC9,0.4907171562140542,0.527807447499237,-99.04790284421983
IL1RAP,0.628882090994586,1.8432667316465883,373.57864906856236
SRC,0.6716847652113475,0.51089731175291,171.86312283332154
UBA7,0.05442636422554947,1.857708461485514,1440.7354803514042
KIAA1614,0.9562705207343505,0.44957750990190637,6.348829171040563
SYCP2L,0.9337265357128484,1.8463919425466324,57.8881116094268
RAB11FIP4,0.41935019476728963,0.542451406764834,473.49029123753263
RGL2,0.0007694289229915885,0.06283988223952433,4202.270464546063
SUSD3,0.7193682965872013,0.7949354997116076,430.0071876303746
LOC124904717,0.0036442639466156557,0.10784812877436034,8.061724667514046
LINC01145,0.14979068495367898,0.9115434907417188,381.7035204482628
LOC124905350,0.578354959592668,2.1345460388057003,18.186569322309552
MIER1,0.46374322520698186,2.0366714381794426,599.7256481922286
VCPIP1,0.13459231726351006,1.1595473814706567,1895.9623065960782
TBC1D1,0.6879063811692472,1.208852018608265,1658.507192519076
LOC100506639,0.5848669799300543,1.3550268313618783,279.2397552833513
ARHGEF38,0.38994342112517266,2.535842625993528,21.43119668343907
GARIN1A,0.5093400508403252,0.9449384059589886,59.534926661499185
SLC1A1,0.6151609747231608,0.5422006568344269,494.93345275156116
TRIM8,0.24734223092524954,0.17424877673066608,246.72705933385305
LINC02100,0.6448991167710865,1.57110427727785,7.126504226827365
ARSB,0.524759671145419,0.8245655520904136,2058.646855743257
GEMIN2,0.3747580317158349,0.8127529517169823,505.5516003599811
ZBTB18,0.3130082877489778,0.42925031520585755,49.5880317316403
PAQR7,0.6139182163891963,0.5000944644445393,19.72768946322836
BIRC2,0.7831815173713197,1.8928096399299887,350.8554298776653
SMG7,0.6921120162750241,1.3510365100232327,2004.2401743496557
LOC124903104,0.037864842987365144,1.214712329880715,56.18011249229822
SWAP70,0.9123209783714563,0.6190091972474084,-494.34827442829055
LOC107987247,2.4826107004383147e-05,-0.00932626758759876,3.3421213469939657
MOAP1,0.044969998957197777,0.1502573179101866,119.57218316717706
ASIC2,0.35855626997958445,1.1532221970533896,70.11343544811513
TP53INP2,0.4102938920472855,0.3475293307403607,31.4014760419078
CTDSP1,0.12887344922841282,0.1882266588684722,182.23493293649335
DCK,0.6693101112877811,1.9491101698598439,-25.332231756830424
DHRS13,0.38804087431689216,0.3760598504315527,-4.334587043917761
DENND11,0.7136115351385277,1.1898322472258618,937.8088494409851
TRMT1L,0.6159658952086963,1.178180488119487,359.33920384599105
CSTF3,0.5819189022999123,1.0040532797360282,1628.2980217942277
BLK,0.6968979431154645,0.5554486152749338,809.6716855942359
MYO5C,0.5099068639991166,1.5371007725172368,155.60169816005606
SYNE3,0.5518093432983524,0.42869279470254973,2673.5774563692794
PLAAT4,0.21464125660817435,1.9833911107446174,353.35416058241145
GIMAP8,0.6307098559028568,1.6571404938977932,-386.62736218083614
USPL1,0.4750613045943315,1.1392161102532778,1161.7682824648095
ELOVL7,0.5377854972562017,1.2675021284734918,70.05221903114594
TEX29,0.48193600664189384,1.018235711146499,197.59392170869353
FAM3B,0.1110204986383434,0.3399882372448465,1.8000631357525998
LOC105373404,0.006741615003021173,0.09611346221954743,4.060419114622811
GPCPD1,0.5102831756705608,0.27830270837469395,1094.1829112481946
CLEC2B,0.8586431836809296,2.315744308809788,166.87296810671
C16orf54,0.08979408889576601,0.07563574105477829,25.94454315292346
CTC1,0.680942299887922,0.6172097697321557,301.0071627641198
PPA1,0.007286165213272744,-0.5532307851283894,6034.250687866668
LGALS3BP,0.7326252845719771,5.6055186698948525,53.23677621744946
CISH,0.4070232696919811,8.158547714037658,219.5904370818509
TMEM126B,0.2618538957816705,2.2017720063784054,371.1263269876705
SOBP,0.5396387250352837,1.510888652589945,630.1370122602058
ZNF609,0.8289273628337446,0.6051439316868211,1705.8984990173349
MNT,0.2702964372564939,0.18933958050525374,382.0428924110616
CNDP2,0.09110408322686259,1.8282631120568005,3555.4310815500457
MYL12BP2,0.9409179719082315,1.5269955328602673,537.0332529321454
SPTBN5,0.5342546409402715,0.888730597743141,36.41150723425754
LOC124906013,0.10041988206981878,0.4561727726069218,156.09503794849556
CISD2,0.300304462568752,1.308919488711131,205.91032255981077
LOC105374071,0.005016047516181121,-0.1730835978779984,1.0974409905180063
FEM1C,0.00022313776790694462,0.026941732336032902,2171.5360979238635
LOC105371692,0.573279297084283,1.0026981151631835,745.2038095535879
ZNF75D,0.203265214336805,0.6089248246087332,493.5772781834976
TRPC4AP,0.3832331773325871,1.0764170671445137,1193.9771639405662
PTPRE,0.5663657690672643,0.6308535054727408,166.8244877973949
HDAC5,0.3051747782183981,0.1983731857777751,231.9079684151893
NAMPT,0.7444284156386931,2.7487815515824665,1330.6082319732886
TMC3-AS1,0.3179524603724051,0.2888400073657214,27.245453970901032
RIPOR1,0.8871917531005649,0.4635242155549308,20.13874908454312
RDH13,0.9023070906100022,0.7198591884068867,-20.454099403596615
TMEM140,0.8180937814876453,1.2589430107250201,1302.5861582846373
PDZD2,0.9823436083088927,1.6133736345829488,-8.498513993432198
PAQR8,0.9331742520467786,1.0151809276894879,590.5846862114963
NDUFA9,0.1331698221204639,1.4832847857642706,2210.6635760044383
NTNG2,0.036657161940055194,1.4423840621241861,221.74693870766683
FLI1,0.8126617144496361,0.6572808518784379,969.7972330783532
HGF,0.730302537039494,4.520784830053848,17.146552233355962
SOWAHD,0.22281449294195632,0.1444849318453842,4.057799225688292
LOC107984577,0.34087049018395155,0.138522565388178,22.827793161829835
NCOA7,0.7556734568973826,1.0883168090273645,1874.8885810775264
LOC102724081,0.5093496684872556,1.2644520844285836,309.1438132347798
KLHL15,0.8879688609004275,2.7314479917971197,-872.5770343454824
IL15,0.9535758190336723,1.1575716397011473,347.92753396730996
CYTIP,0.8899505537000103,0.9474468014501878,2542.630314621798
LINC00278,0.8299782846358361,3.2648456631549356,520.1629505241704
MTHFR,0.5758597797077858,0.35838178452621405,312.91636809326127
FBXO7,0.11447732184157167,0.8614173842970623,858.0706623643966
CCDC117,0.7519701106409896,2.0472065784099596,25.462703742958865
ZNG1E,0.8093779472050744,2.5580493662450126,180.5742325993756
HPS5,0.13684153792595577,0.6088276719929966,1397.0778924928443
SAT1-DT,0.7619556156474516,2.980334817944779,59.150131376333974
STK24,0.004763710922163988,0.13060544695345777,16219.43112410849
PTK2B,0.8111419786114881,0.755925843682743,6708.340444061585
ARID5A,0.3240972581439808,0.6316399476382542,4303.14964465042
SH3BP2,0.010132635726138317,0.16752176334657617,4430.9389790412
SIT1,0.3903900948814941,0.3172825907036339,13.556462555381405
SHISA5,0.5607811418293481,2.2424629247515977,424.6538420663337
NSD1,0.6404578547655057,0.5483924363326659,2039.8225504911097
POLN,0.03731582632584274,0.6259406805103415,1615.8773755224884
MVP,0.1627446524732713,0.9273177349504892,2000.0451430073833
TAF8,0.08539198641900148,0.2973432094408728,1536.1877693961749
PHACTR1,0.7637038211886618,0.5633953950252124,220.21844384154042
DISC1,0.9864507168709029,2.317808234252443,-25.76864392314633
CCDC146,0.4654973178716496,1.9398889491844669,18.74901090746664
LOC124903905,0.0,0.0,0.06427473092765687
SRP54-AS1,0.60835608433862,1.146347000975944,906.1748966294869
MIR503HG,0.5469665291581314,2.259424346798794,97.93000230978714
SIMALR,0.06781801867330717,0.24212371743915947,12.777490021575758
EVI2B,0.0034760746398622144,-0.020233059188701077,409.3729830403437
NKD1,0.8229823882877818,1.4157817776623065,64.61260278696219
ESR2,0.9048912961493976,0.4611013909359673,153.84139377766263
BTN3A3,0.6556723777870943,1.3526151791147056,90.49387078368068
NAPSB,0.9215523862517145,1.9087437725499783,425.54693110412586
PVT1,0.8022583350940362,1.1434959596340906,3842.9700952820967
ATG9A,0.5024180168915455,0.6427572774450966,-30.92066420654257
SLC2A3,0.5330595101371309,1.6338029157930745,-151.72085958290677
LOC105378230,0.671198559040899,0.5393726748389819,-99.2172697756863
SLC6A6,0.8114580111487856,0.9077191525455425,1537.318613934774
CHODL,0.6736475687046277,1.0510151134671997,53.91754339247973
CIPC,0.22027133796712461,0.41008405407713516,45.290236619283405
AAK1,0.6314826594986278,0.4818678978867839,1224.7302564500426
PER1,0.32070938813823835,0.26538689775989266,30.73848092841378
STX6,0.3307868503222535,0.483602719469181,160.65974209592378
RERE-AS1,0.10266167019767536,1.0333859572998767,424.12340314493866
PLSCR4,0.033289391435386895,-2.967138116560093,77.66594197713586
LOC102724765,0.3779529924657056,0.8388054751861334,317.40672720913835
BRD3OS,0.297685686836039,0.34011878775887955,43.67972412476316
WDR91,0.8772931603038403,0.4796706650133693,240.9791807445065
KCTD7,0.3598171404836058,0.4047166170463388,18.08580353890224
RHOF,0.7348506562972172,0.5170870023735216,4.828049106276012
RALGDS,0.3213268588969558,0.2822664763539391,1608.5532558881046
NEK6,0.8184444504388599,0.3613465123074431,6303.226974102808
PTPN1,0.43550007703798366,2.3843577449400284,-1520.4650280872938
GRAMD1B,0.9819143803377364,1.2384055073894693,365.76670020757956
ANKRD16,0.2254991433642507,0.3916648272088144,209.22287199258284
STEAP1,0.3925250515306844,0.12864810669108784,2.6525845363087077
GRAMD4,0.49301086475680167,0.5437410245527798,158.214658381395
BICDL1,0.7117970600257544,0.28459769243207295,138.28417431975305
PECAM1,0.9210841533531636,2.6657785716738776,-50.49341470985877
B4GALT1,0.6102105371440674,0.4393709286405918,1240.3995381429968
GRK6,0.10543008538171084,0.1159238536350736,946.5454063833033
RAI1,0.29703625894110586,0.5172439901541479,2020.4201439606668
SLFN11,0.9388453520747654,2.147222308117909,129.1108985442986
LOC102723784,0.8679644389710846,0.6268305853029619,-62.4505821840247
ST6GALNAC6,0.39814264558057866,0.2158204612521861,721.7766509267847
JAK3,0.009028632928154035,-0.30191816715199166,3485.058687480955
SCAMP1,0.6425495980675962,1.177471065665372,660.4458022446051
VAV1,0.6691498678991976,0.4493388495772483,912.5957300593434
LINC00623,0.1449714457917266,0.5340834165481826,495.38757050387164
HSDL2,0.7625741568441433,1.3097885972074237,701.397889118266
NUP153,0.6463832413385584,0.7059659817851051,3275.366826167622
LYL1,0.20727911532351417,0.25677182594591075,24.763900829996366
IKZF1,0.898687457287699,0.5791798783489234,269.5143754308742
PRKXP1,0.1860396908711739,0.49046619631297966,95.88190055583341
QPCTL,0.3325247271720345,0.21620958187743927,84.31076038948585
ATP6V1H,0.4204708804172219,1.3550012018362105,1382.0505490177347
IL19,0.7956679947332723,1.210603319835964,581.6560368565094
AMFR,0.5504322271513162,1.599821089634035,-94.85028522728317
RFX1,0.0053623133839210135,0.058323478715744684,579.5102855752713
MFSD6,0.7094406381640563,0.5650396400843208,100.01424733939052
ZFY-AS1,0.76911111570264,5.047738137026776,44.41768010459087
ZFAT,0.7776574470941381,0.7913768508477851,-1651.9613216119797
KLRF1,0.5790539851399775,1.2505804591082827,65.77216570775052
TFAP4,0.544506264256343,0.4767176920667607,138.15843110191344
TP53INP1,0.6677714230148555,0.39649372777539055,76.72915814705686
TXNL4B,0.2326344794869607,2.2557287814006965,458.23808765397496
PPM1J,0.04970107720826811,0.9731561604751509,32.507623371814525
LINC01749,0.6548563651723838,0.7411427194347181,-347.5902997951589
KCNJ15,0.6627650364767914,0.2564143089445142,38.87068441195618
GLRX,0.8443853141801637,4.052357787962452,-778.9957682971133
GTF2E2,0.6103723269553076,1.4562144720379362,477.03364551179766
SNX2,0.613350246706108,1.9293540700452565,322.5005374241873
RNF114,0.6075285276007475,1.4229958541767416,-79.53172210160471
ST6GALNAC4,0.1525553928854273,0.13311526562421866,136.84598119677213
PIP5K1A,0.3155195851920829,1.0089724869441234,1129.8367040760427
LOC112268170,0.14154680584901458,0.5792048052786157,140.0688384002095
CASP8,0.2636116710843013,0.8930994533269847,1601.4054774470214
ARAP2,0.5590727443437886,1.0141561077875394,2795.5169901341724
PRKCE,0.9730680698640968,1.1717265762121463,1634.8002165782073
EAF2,0.6760186584577468,1.1104723756507726,860.1030555123705
SDCBP2-AS1,0.7633590532957204,0.933524003877074,991.3913092919574
MAT2B,0.5907031503425819,1.5676606241040965,96.39547794067062
SCAMP1-AS1,0.4315157521070534,1.9137409536357517,-37.507150511114276
SEC16B,0.03246940325263192,1.2551540470352038,47.60162504538149
SCART1,0.08341946436857473,0.41696304251251987,27.246072446132082
OPTN,0.8682525816094058,1.8029558402160397,621.8755583245436
LOC107984507,0.41956955687758446,0.2504030500895956,29.226298610921404
UNK,0.09504560685944607,0.37148737417222194,1941.2203393366774
SYTL3,0.8589683169413602,1.7936072098314733,655.439344925082
MIR223HG,0.44753447043360406,0.337684572644999,4.114744457611209
LOC105375914,0.9012662282703264,3.700482317469629,-996.9239299975843
ENPP6,0.3074568900175517,0.5621119907834806,98.46759308574292
FOXP4,0.7212169002365647,0.3815337079947787,395.81738851717466
MYH3,0.1819060375803251,0.7187923408306761,634.2299170366845
STK3,0.8825622297748561,1.2775297125065905,1633.723860444903
GMDS-DT,0.6233561751396808,0.8245479805833358,660.812947103808
GYG1,0.7436939695260667,2.5953671507560188,-548.5318706833077
LOC107985033,0.5647652983310367,2.491186464785965,61.03017753670953
ZMIZ1,0.9473723802796844,0.5443075951095077,1060.1066354514069
PAXIP1-AS2,0.313766399535618,1.0771010685717712,149.3237000447295
TCF3,0.6955762859130095,0.6287657366072177,-405.1912366054012
USP36,0.1187390107116515,0.40921262065096214,1012.6232900074103
KIF1B,0.5996015480675834,1.0111256554322312,573.502299041236
ADPGK-AS1,0.0640721395532241,0.9229536808358085,395.0648561688054
LOC124904400,0.5568002128440168,1.9843474408068373,50.2986202505076
RAD9A,0.29502544120619467,0.8540316586951564,178.9480027677257
OR52N4,0.174075969622705,0.8592091629403551,52.709729705800626
ZFTA,0.261099634759968,0.28868525531557043,41.79990921453448
SLC35F6,0.023015717383724987,0.2343820200641565,627.9964725735069
DBP,0.1762273427267017,0.1883987028224869,26.755101358704817
SLC35F2,0.887822037144601,0.6464305200952709,-13.125317103003681
BIK,0.7551259199633104,0.9890419683507629,-114.80737302409052
ETNK1,0.5049599712179822,2.392746381342007,210.064627868338
TNKS2,0.5482264676853492,2.0762474628845804,139.26321712707067
MID1IP1,0.34841239780659183,0.3955794337636974,166.44772608951928
LOC105374535,0.03036989377834831,0.6826212428446697,377.9028480654649
IL4R,0.1870305423887887,0.33638778885479725,792.7920974336481
LOC100310756,0.5488584655526438,1.8599344946810654,34.38915826305566
TARS3,0.5557160132419208,0.44109540579243584,235.9682484392476
CRYZL2P-SEC16B,0.012296488116720239,0.582568279128343,51.887984159113955
C21orf91-OT1,0.4598467257136206,2.1601631089366364,532.683449791391
GSDMD,0.08975116827734342,0.6976896946969828,476.2025439295477
TRIM34,0.6084323551101709,3.676200003440914,281.6203667602624
SEC24D,0.9131037928078874,1.5621777870251394,-286.48145995423965
SLC7A6,0.3696551525835622,0.537889063697959,-44.60564774042257
C2orf27A,0.2503424264555947,0.7295509212896603,559.5238702729937
LGALS8,0.8303689103891319,4.123226088075695,-638.2420074219988
CNR1,0.8159873197084304,0.24511661839898974,102.65508877996274
MARCHF9,0.003800724255047294,0.023542216793113458,55.46900548524124
KLHL26,0.010692674303298344,0.22245937784656267,1149.613001908948
LINC03016,0.927384266955725,2.023097605550096,130.38255738566681
C16orf74,0.9005072985297358,0.37254544932185896,22.21817163275145
RNF149,0.7484990208760609,1.2082009982960649,307.37672142220185
BRD3,0.8048853609835672,0.5464652900239274,113.89666870412299
SAPCD2,0.6920761677484509,0.4030562742081916,12.525926010406529
BARD1,0.6838996725121445,1.6054967468257404,-646.0747406774026
ICOSLG,0.8753419383424925,0.35428447886900377,3.52372844022495
TLR10,0.4522042751517358,0.6446651165489047,-50.70271983185148
LOC105378841,0.0007624102550258804,-0.06676636905681471,389.24790778605666
ZFHX3-AS1,0.26049561363265883,0.7328138121916871,369.3702615525266
DDHD1,0.4102474714882539,0.7382787809278378,3209.1961578144465
CSNK1G2,0.03454855815285107,0.2791284420402927,2525.7967890499394
ZNF101,0.06090424302818753,-0.4413914088331857,2164.0425942183733
LOC105376956,0.7155484313103365,23.413157218539276,-90.87295006389013
PARP4,0.6623973315084233,1.764885725996409,228.13932538710833
SSH1,0.7777314285291012,0.7155538590018689,112.4586486094313
STRBP,0.8974851341881533,0.5833854530557571,738.703447167195
ACP2,0.6536922648669989,1.8262479065002126,-155.35793841838188
ZFAND4,0.32833861499508454,0.16298235804110936,532.5970001750642
ZBTB7A,0.5761493016741712,0.38551087353191266,304.55833354857634
BMP8B,0.8861247343384929,0.5458195158506837,18.296269210523747
SLC35E3,0.06867964474772859,0.12479297258272955,458.4856276083287
INPP5F,0.812055265877585,0.6025074853426345,84.3984398257536
RNF144A,0.9538444993484008,1.305718816031242,267.94805346815747
CDK5R1,0.8609367614433707,0.5662589935381539,-39.465791887091484
ZSWIM4,0.31262909779915726,0.3098971747433433,249.28245703436446
HIP1,0.7198748492704974,0.4677768124168032,89.1988142950737
SEC24A,0.7700801148588358,1.0871306174133533,1222.7895084554139
RHOH,0.11854576668525996,1.5469185720426653,10426.306295480339
LOC128966706,0.9144804314912184,1.2699488048621526,-2.0083473920140413
EFR3A,0.6469269555227914,1.3543790078457767,921.8975329833102
LOC105375878,0.6657759085060626,1.7719616496831392,49.474587063990214
SH3GLB1,0.641753176079529,1.2872081668223347,827.1220318837791
CYREN,0.27901165029213926,0.2657722171174976,1457.332763094294
SMTN,0.6097462854459986,0.7149716106620763,84.67310211032793
TMEM200A,0.8192368818145859,0.8652313932224702,300.6249593277428
NUP160,0.6179527953527679,0.9453707400175664,1935.8918571992199
MKNK1,0.043947180479098846,0.31105101903446997,1573.044117323042
LOC105377035,0.08371808302890216,1.660463214303973,207.51863439430826
C3AR1,0.045164149466990766,2.496719490648773,47.85623429873199
RAB31,0.9573414822638661,1.6900548228753611,255.07390718362876
LOC105377582,0.8490984999163502,1.4320373449461439,1290.2686142434245
MNX1,0.7144192981766238,0.37962825890060103,31.931533945981784
SERPING1,0.05643018444072023,-17.104930765734508,28.686751691574607
LOC107984302,0.4406553472518995,2.0160994791442137,476.3994718168729
GRPR,0.8560834034517294,0.2939272219874628,23.25936913137062
LOC124902110,0.2154158040197066,1.1200638573907626,1617.2964015039734
CIITA,0.9180737963207077,0.5993302306744053,2519.102310455175
LIN52,0.05642212924833323,0.5087788820552324,3836.012653041887
CHD8,0.2428582961403014,0.9312201132847843,1912.866133064841
IRF5,0.4077099657607758,0.8319190957625135,2445.72886282963
CCDC73,0.9342987127377184,1.1663033731870458,70.85998891846305
RNF135,0.46312198880022926,0.7993838272319059,540.620396231823
ENTPD5,0.12142673260236714,0.5552358370826593,532.0842163682316
RHOBTB3,0.9295348847413047,1.8984745037071473,-106.23986871885018
SORT1,0.9102933859149557,0.609690078827422,33.76109571137394
KDSR,0.06956831969591715,1.3585214361906512,784.37572339143
TESK1,0.005466790153838885,0.026852984051088807,32.051669739899474
GTF2B,0.26834207424270096,1.2025635243494905,497.3243624228487
ADAMTSL4-AS2,0.08455307959840275,0.7254495248702542,559.9936539951557
CCDC9,0.03677948177917867,0.556761002755651,1876.387056118634
LINC02605,0.7893002871149329,3.4799978565034344,5.707572918105313
CSNK1E,0.10276400076788805,0.1973165053791516,569.604932642528
TINF2,0.07455322285885713,0.5984388689093975,285.16368893183926
FAM76B,0.15108213676434945,0.9876159686646931,578.438729453951
PIK3IP1,0.9259500707756829,0.7413872935677144,-28.484561629223535
ZBTB32,0.15101603436775368,1.61010797910882,847.8627543502051
MAP3K3,0.24871855186292446,0.5622692979031882,98.55846138231027
AMPD3,0.7643588673826032,0.5820902448507674,-96.56862651317886
C6orf141,0.6507014124504591,6.351329917804258,16.76938955569574
SUDS3,0.5661981353522576,1.53861743564033,-37.423950875111586
RFX3-DT,0.38890284515455353,0.692971158264179,129.9499563339971
TNFSF11,0.912850896216302,0.5234975441420093,-233.47339143143813
VPS26B,0.5810346303222914,0.43501046334801313,61.67548332915047
SURF6,0.536814252958056,0.7090774152194761,-42.85714396678105
CCND2,0.9360171170257514,1.5146182754554667,4264.5623928346995
TAF4,0.34501862390147875,0.5813951553005058,43.8662460717901
DTNBP1,0.4072530174010499,1.0172939460575445,1679.3569127613096
FAM111A,0.5175299709868464,1.3962653743441318,202.39234177374283
SPPL2A,0.3513282436321552,1.655033582542772,1868.9027107636557
MIXL1,0.15010790052723144,0.20665009326753134,1.270857471856059
LINC01934,0.9368569226063508,1.6545340344590937,550.7954725230429
ZBED2,0.28048736211585545,0.6452979190561821,-1.7083947832855966
LOC100129034,0.11212872622985781,0.4017073993120765,898.8928522857145
TRIM6-TRIM34,0.4893406858414341,2.0295375459801233,783.2767184217333
CITED2,0.017583417677375812,0.19335512005710384,149.21906025792535
TSHZ1,0.7380624113328917,0.890047193936734,121.22234462636459
LPIN1,0.6948017613797774,0.6413364478719018,676.6500388686877
LRFN4,0.8883649693037681,0.4728640493576112,-5.855245859093049
FAP,0.29103942464984256,0.532885531072685,5.808640405981459
ACSS2,0.8928429286884703,1.624766005349989,57.23519527035569
CD28,0.8679059980261252,0.42892886174023936,3.938803533063151
CHST2,0.5730762990071561,0.4123171403507714,83.80264656095505
FCHO1,0.33095803524577516,0.31357656556572705,669.2621395847349
CR1L,0.6302510843687588,4.107611228442953,44.219629130075305
NUP153-AS1,0.48448366060835124,0.8169242247038391,235.6588462208245
GPR89B,0.3441230337310951,0.792457683360308,1265.8374729215288
POLR1G,0.5467125942736455,0.5436436922220012,3.9167552225749347
KLLN,0.47706156869212346,0.3022665184740985,198.99371773762584
SH3BP5,0.7502583364172037,0.5153904835108897,217.20553979720853
ABHD4,0.6674969733178089,0.37175224006567587,38.44325456530308
LMO4,0.7981860852059945,1.7573745359184374,79.28980036288112
PLEKHG2,0.5637628611622014,0.5013070955787351,85.48252686412673
ORAI3,0.43472181182084246,0.4952705712272135,71.01555343416771
TPRG1L,0.6556503369715915,0.34837819827366984,31.319588626500966
BMP2,0.9913405177499385,0.5817263361569581,-2.9569254178501794
LPCAT1,0.2942056657991453,0.28209041705171956,7406.1920843844455
F2RL3,0.3788247317035296,0.15822647210948193,17.200167753906143
ABCG2,0.41304010048190376,0.9009798163404718,9.72684527804914
SQOR,0.2658532071350739,1.2248331423817496,547.3090661627509
ORAI1,0.4486270919564761,0.4855522267142933,194.75224412836803
RUNX3,0.2214317233624552,0.36887021386241803,19174.80323327399
LOC124902508,0.2750426290988707,0.591564307889801,210.11008324210192
MTG1,0.13548597306239651,0.4253263312606087,2254.8206480654617
LOC124905190,0.023037675276099567,0.1301575050366813,25.479863138807964
LOC105374573,0.6831783712055741,2.0789840283205665,5.498751345148239
ADAM19,0.9172680974469831,1.2724682725542862,543.532304072286
CTRL,0.1634393927476797,1.583513600700125,288.9850826282005
SLCO4A1,0.12914844412264603,0.15347886749978487,1356.936924144822
BAZ1A-AS1,0.018811624260985038,0.22906954341154398,206.77570760500748
MBP,0.4770075333229499,0.4224387629703615,2643.0737155298875
HNF1B,0.9429342196147417,0.533460298028703,347.3985926231071
CLUHP3,0.4537316125374845,3.1003542105104933,154.66734457160646
ISL2,0.8519005845183316,1.4492451421273322,93.65032728287451
STEAP2,0.7970504762880659,0.40552278985650037,-2.882284693601285
SPATA1,0.4259080158937666,2.9580833085331135,343.06697554655557
MED13,0.5816856765773761,0.952672728071304,1949.6188749379835
LOC105373836,0.7641899110517478,1.606156250093144,751.1559955935979
RASGRP3,0.9115746878228201,1.0488357355143214,3087.7877383436153
MUC1,0.4675954559772879,1.9085864302938782,28.03064372725087
SOAT2,0.5878350044198499,0.2060278106950376,18.48888757808362
IDO1,0.0085013072494583,2.319094485360658,18.599278009069966
FAM117A,0.4600473768493081,0.2858782731691795,729.1438376954684
UBP1,0.006048494101633994,0.2305977458692156,3554.9295775800983
RAB39A,0.9224426711992454,1.272455126464591,20.940769802079444
TBC1D10A,0.7970527686294878,0.46159229724653383,42.63400528783177
BUB1,0.16634622056817217,0.8310004848827635,2108.358598005456
LINC01999,0.5631556918713543,3.9784981010974496,61.00381769257995
LOC105372141,0.6807331122816478,0.7030640263555566,3.4693187651208994
ATP8B1-AS1,0.9233549626846799,2.30693102857988,112.0818534249654
ABTB2,0.889554652576757,1.5173710742383621,217.78732605242385
INSR,0.931943955829687,0.6540704717244499,69.47691179479875
NRAV,0.10194794752404868,0.10950689409255734,11.996581282172013
ITGA4,0.7320268525266921,1.2115896248078086,3325.58059258253
VAV2,0.47872197282298934,0.6086983336554499,1542.3822699886387
MKRN1,0.48046860771866695,1.1348483493896393,288.3964686969914
FAS,0.6414268864213879,1.382885962905466,2010.10136089154
LMNB1-DT,0.5425409175250541,1.8520292087191184,391.12587955646507
SLC2A6,0.6412473074991346,0.46497971512739183,-35.03497674555922
SLC9A8,0.0628520133624969,0.2188085898153056,5053.054180729534
KBTBD2,0.38796048520531023,1.3348340022437695,580.2414146408419
LINC01671,0.07854205480991605,10.73983321991554,91.52493441329105
SESN3,0.8017339641999244,0.5402292055313822,16.17917855986343
LRRIQ4,0.4994699046760199,2.4709766537209035,283.05410701746985
SLC31A2,0.1785950677688306,0.4435671018039166,90.7962067757926
JKAMP,0.15863596557211335,0.5893148756666681,406.75742949928485
EPS15L1,0.4629667158668779,0.8510147946068798,84.16651418707715
EXOC6,0.5363320064560964,0.6212242615944841,1638.953995419765
FAM117B,0.33180701231236986,0.623299021999193,147.3488519519911
CAMKK1,0.4040957599422943,0.5686765254215549,35.40065857778363
IFITM2,0.10329932328211533,0.9453988083300505,184.45254365186875
RORB,0.7149133891491378,3.6261002667257114,2.1585758225627956
LINC01094,0.4171801591764509,7.596275560435266,97.02508395271367
DENND1B,0.8997539362480621,1.3224924160989568,480.24052269073763
SAC3D1,0.0385617368209592,0.08585007849598457,39.05116101517159
LRP8,0.03286464850170667,-0.15594624868149393,4440.883159012598
BRCA2,0.13180374142735662,0.8668839423038506,2807.9342230348852
CORO2B,0.8820253706544416,3.2169844528038722,40.316599930268126
NRBP1,0.18458376021678535,0.7680854913484492,1062.9932239729415
CYBRD1,0.9538141093759007,0.673928840522941,-88.40264821532662
TMUB2,0.16208210871427298,1.5357744770660753,316.6596196851384
LINC01176,0.3646783994117978,1.057145773429943,65.49964696072607
ELF4,0.19162220927280893,0.8866747216802314,1609.553497862429
CD22,0.34016347330229524,0.31305306196797106,414.05243168811717
C1QTNF6,0.08676450203093744,0.3783892286647898,560.2255352471923
APOL5,5.030361694224883e-05,-0.011186993879978782,3.031930485292633
TSC22D4-C7ORF61,0.7089740238712873,1.0064705084400503,638.4146769947088
NUMBL,0.7377814055371696,0.6233684584148406,-4.7849023227209955
SYK,0.9034398283782772,0.635359088989869,421.16504547683826
AP1G2-AS1,0.388597328131841,3.0407272612906553,-356.01131796250706
ASB1,0.3056546998912577,0.3777285091878334,406.2317147720359
SDC1,0.7034621626298255,0.36968820767062066,29.381491889809
MCM3AP-AS1,0.5822033055625762,0.5749387462625172,63.73130953176718
LINC03027,0.6723971755124727,1.1599060399364751,-39.29252439730283
MIA3,0.8258416794618496,1.6347507084303945,0.5644236692949107
KPNA5,0.5257462906848183,1.1122311813682184,425.66378026204234
C11orf24,0.3894679863805661,0.3594943902423145,208.242879280237
