"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1",26.8102798497407,-0.163126823158992,0.741713033426594,-0.219932528899178,0.825923702094072,0.939072611170098
"2",0.208115889350799,0.0947476768554958,8.41154141555022,0.0112640088391336,0.991012811300841,NA
"3",0,NA,NA,NA,NA,NA
"4",0,NA,NA,NA,NA,NA
"5",0,NA,NA,NA,NA,NA
"6",0,NA,NA,NA,NA,NA
"7",0,NA,NA,NA,NA,NA
"8",2.41724543932707,2.41803296665944,2.3885854165328,1.01232844759196,0.311381037421995,NA
"9",0.352177603917324,1.64921496455138,8.40217271360768,0.196284344629147,0.844387614225646,NA
"10",0,NA,NA,NA,NA,NA
"11",0.032599800504298,1.64921490925052,8.40217271474489,0.196284338020847,0.844387619397707,NA
"12",0.032599800504298,1.64921490925052,8.40217271474489,0.196284338020847,0.844387619397707,NA
"13",0.032599800504298,1.64921490925052,8.40217271474489,0.196284338020847,0.844387619397707,NA
"14",0.032599800504298,1.64921490925052,8.40217271474489,0.196284338020847,0.844387619397707,NA
"15",0.032599800504298,1.64921490925052,8.40217271474489,0.196284338020847,0.844387619397707,NA
"16",0.032599800504298,1.64921490925052,8.40217271474489,0.196284338020847,0.844387619397707,NA
"17",0.032599800504298,1.64921490925052,8.40217271474489,0.196284338020847,0.844387619397707,NA
"18",0,NA,NA,NA,NA,NA
"19",144.38199016229,0.555611596210213,0.432233518962815,1.28544310386537,0.198637486866988,0.486735412263701
"20",0.14642312232519,0.0950609990586217,8.4115414188933,0.011301257917497,0.990983092727927,NA
"21",0,NA,NA,NA,NA,NA
"22",2.11704938945108,1.15545582680033,2.96071260788028,0.390262744085646,0.696342269359671,NA
"23",2.22200038384378,1.15469941569231,2.84022709940273,0.40655179155749,0.684337210664763,NA
"24",2.3848704100041,-2.97667078740868,2.5847942969319,-1.1516083856042,0.249482033970005,NA
"25",0,NA,NA,NA,NA,NA
"26",0,NA,NA,NA,NA,NA
"27",0,NA,NA,NA,NA,NA
"28",0,NA,NA,NA,NA,NA
"29",0,NA,NA,NA,NA,NA
"30",0.417228041826191,0.0953033752102823,7.14272776896141,0.0133427141972877,0.989354370213785,NA
"31",0.126231722158721,0.0952264404336653,8.41154141922378,0.011320926294916,0.99096740063711,NA
"32",522.058837080685,-0.386938888775583,1.12562260198149,-0.343755436408646,0.73103021660944,0.894237892388018
"33",0.05834247940581,0.0952264348942696,8.41154141922378,0.0113209256363689,0.990967401162521,NA
"34",0.05834247940581,0.0952264348942696,8.41154141922378,0.0113209256363689,0.990967401162521,NA
"35",0.086386189781151,0.0952264216370155,8.41154141922378,0.0113209240602899,0.99096740241997,NA
"36",0,NA,NA,NA,NA,NA
"37",0.683748209327981,1.15267683133355,4.77204761034351,0.241547638551446,0.809130699041391,NA
"38",43.4139943073592,0.88690488779979,0.531398261756346,1.66900223735856,0.0951169364095765,0.319537133070744
"39",43.3535482941643,0.886915466838969,0.53078938726154,1.6709366994219,0.0947341816472086,0.3187016040169
"40",68.1799617354515,-0.716412460680057,0.476854167436761,-1.50237223369777,0.133001003096109,0.386801626317224
"41",24.4338479051493,-0.223964412548346,0.671430394585859,-0.333563112951549,0.738709257058701,0.89767858149661
"42",7.05942280364013,-0.268880637944984,1.37350796918524,-0.195761978799791,0.844796470734914,NA
"43",0.3339475703012,0.0950610684174537,8.41154141889393,0.0113012661631706,0.990983086149252,NA
"44",0.797161643957405,-1.32403790201048,5.00407476830846,-0.264591950223406,0.791323821981222,NA
"45",0.797161643957405,-1.32403790201048,5.00407476830846,-0.264591950223406,0.791323821981222,NA
"46",2.97508494667075,-5.2740099928058,2.51302003341463,-2.09867407449179,0.0358456415718004,NA
"47",3.72657138260715,-5.74065919510888,2.23821118735194,-2.56484250795866,0.010322264598173,NA
"48",3.28209249052852,-2.20391499755114,1.66503271208354,-1.32364666565215,0.185620419170668,NA
"49",1.59634879161467,-2.41211443700925,3.54358443932923,-0.680699014883878,0.496061959809323,NA
"50",1.5671682609876,-2.4122315959624,3.55741973027001,-0.678084617183848,0.497718043545682,NA
"51",2.61022399956471,-4.33120228125154,2.81992408910284,-1.53592867906934,0.124555873424166,NA
"52",9.2247596783359,0.193613960784724,1.59150941847568,0.121654297823863,0.903172809357359,0.970875501775802
"53",4.90539040404519,1.99045859608047,1.67441107754502,1.18875144985234,0.234537488053079,NA
"54",415.61532174915,-0.150077857812749,0.428263417205612,-0.35043352241477,0.72601337213823,0.892303048717981
"55",415.500981005028,-0.1486641650182,0.428168237684667,-0.347209699211008,0.72843378467291,0.893346435269528
"56",0.796809816922547,0.900771746223117,4.85530614900944,0.185523161378174,0.852818715431459,NA
"57",9.01247114809057,1.40420933069485,0.979499988014244,1.43359810911446,0.151686983427944,0.416827666864781
"58",8.58952864954077,1.50061090586738,1.0380265009164,1.44563833827229,0.148278667579362,NA
"59",2.40909861504672,2.01985385383488,2.32919354692694,0.867190215471707,0.385837796456059,NA
"60",4.58084123127783,2.29228193526352,1.48985671171775,1.53859221308646,0.123903880761272,NA
"61",8.50654737665743,1.69871706743339,1.05132434132459,1.61578782176121,0.106140195464927,NA
"62",8.50654737665743,1.69871706743339,1.05132434132459,1.61578782176121,0.106140195464927,NA
"63",8.35073147214927,-0.41381186557029,1.22638371722408,-0.337424461657852,0.7357969470503,NA
"64",10.6025503711267,-0.700699434322854,0.883971074262685,-0.792672356284173,0.42796874017256,0.715633357621518
"65",11.0345185629627,-0.599873439179946,0.866853310629373,-0.692012629846695,0.488929397546726,0.76035696760169
