,ChenChao_PRO,Dave_PRO,Eric_PRO,Ethan_PRO,Khaondo_PRO,Niyilolawa_PRO,Pedro_PRO,Srivathani_PRO
YTHDC2,0.13517279597928,0.0036445153516706,0.0971541899777074,0.0429440418122714,0.700389855497866,0.0009190571941542,0.0738609249827968,0.619459635046191
MIR29B2CHG,0.301916773055137,0.0108878154599124,0.977056192409954,0.413147374544456,0.384397968162775,0.0201673778422642,0.507514966559913,0.991020450743087
ALDH1A3,0.38585035454457,0.426625328938987,,,0.55601544027031,0.904640033701117,0.469348179446163,0.902984406978724
TBC1D4,0.961192456512827,0.712169097689203,0.996393602128804,0.953784034822263,0.87491440819278,0.853635117198778,0.944307922379656,0.887166577373525
LOC101928446,0.439213661255811,0.726913554908921,0.871569835540168,0.635622468634205,0.443395791018545,0.0035309920203972,0.530667942434263,0.45019176822459
INPP4B,0.0461254016907548,0.0737959111321002,0.134636765594167,0.267492778637125,0.093974548396598,0.0618069517778328,0.336586272558691,0.242348019958216
ECH1,0.0003062480640047,0.104658748084393,0.460348999991087,0.0413120917682106,0.018837506538847,0.0088928845836299,0.297969434197747,0.698457420381499
GLI3,0.156948122545712,0.823412119956635,0.508999213294873,0.120194438926883,0.0545733765266691,0.521282986848282,0.979234363830094,0.776699595053333
ARID3B,0.0021699522454587,0.278380206785996,0.0062115045722942,0.0022510194360262,6.39114368878102e-06,7.4875122498343e-06,4.86119903955362e-06,0.0361430354540123
LOC105369781,0.011346981987182,0.263958702533962,0.847264808296084,0.825771515449058,0.0007353442084251,0.63485619094142,0.798761803529869,0.0450158053618469
LOC124905068,,,,,,,,
ZNF562,0.576767809197354,0.382455847860259,0.993808037492695,0.603886703231984,0.461095771671254,0.430692815029894,0.820620761165463,0.949709571744708
TMEM170B,0.499985839666636,0.779645566227709,0.993579215618247,0.952786118734521,0.630658912101122,0.880500808254361,0.746714386181473,0.985350580316807
SLC41A1,0.662759232236009,0.509583577804686,0.830887054798986,0.974475037999535,0.774695985192463,0.738649735035921,0.989079982526064,0.984829019554553
NASP,0.0063850907007137,0.0087693152384099,0.891412459509697,0.346090982379751,0.0032309395184232,0.0006226782049652,0.158198603090624,0.12966106857798
DDX50,0.198026722950602,0.306715506649688,0.37827948438536,0.693764640690869,0.0157274821686534,0.293925861052964,0.220966332287203,0.882505026053658
LOC105373428,0.566026655022591,0.809162131912346,0.992033747232871,0.735900650467192,0.535237493412779,0.65497022663652,0.988712017005576,0.97959340167783
CADPS,0.076222759636017,0.0829184492587166,0.384175147133398,0.0609097837494539,0.0945322634661668,0.003901116408981,0.0074469356840142,0.130228716293449
PITPNM2,0.917939009343316,0.774630121734409,0.887456599921058,0.925315846181457,0.830392370362814,0.988964118513398,0.982728049856926,0.985350580316807
TMEM69,0.0003363166412107,0.144004155224499,0.847354645810262,0.188408556996898,0.10848637643679,0.0155300078289099,0.520355873592543,0.69978160345682
HERPUD2-AS1,0.839475223249381,0.593562880128032,0.890150638720016,0.455982805112202,0.212719813509847,0.0738532156092776,0.149789891039374,0.704192194135971
SMIM3,0.131909390846588,0.390190817664121,0.507827651156787,0.007978604055943,0.711026022806856,0.570349252616518,0.222356347865519,0.809273712993996
HSPA9,0.0271903753768345,0.136070670748827,0.779740383952127,0.0237497409728772,0.0018702592277274,0.0304118620665822,0.287288385208274,0.465845465130199
ACY3,0.0853589973872552,0.0039920212880534,0.339665038761471,0.0196050686647357,0.329633995075015,0.0078236633871636,0.172313225036365,0.0652696409602126
TMEM266,0.0009906791993273,0.16020983667032,0.980416747357017,0.0721450722898778,0.0002611611082978,0.10003393796962,0.167894849539502,0.0747964899796282
PKM,0.0339630134945251,0.0113887036452331,0.148138619286396,0.0090568714263905,0.0029591323570378,0.0435733351072016,0.0564217558496149,0.53813507442034
SNORD49B,0.277072588784647,2.67336244336448e-05,0.965499159252742,0.971878033148405,0.639783922811189,0.220278500795596,0.899453453024531,0.459259160972545
NIPAL1,0.104732734183669,0.420707907796683,0.881415508419972,0.612022070990435,0.497418510567176,0.586366355019999,0.894569727505952,0.966751470246411
LOC124900954,0.0303967048205276,0.174251357626651,0.933629152777879,0.846292833024813,0.0092259479022945,0.140937694594325,0.173267610413995,0.446639104281054
GPR153,0.61000843516754,0.451185751226996,0.904052068677954,0.674288645451264,0.799581968293785,0.361957741600693,0.98573741077071,0.740844340463686
SDCBP2,0.187028366286783,0.0073204791247328,0.345067517246589,0.0764253768937962,1.20600305917375e-05,0.176595603759597,0.987743543329226,0.333531359645457
CBX2,0.152135606300172,0.69988329484542,0.862258361628445,0.563717940096931,0.964019941711203,0.155719112439715,0.445958845050383,0.350451736051049
PGS1,0.0011112598170211,0.0662880707875648,0.591061497657781,0.624492127329951,2.61442639667689e-07,0.0904523670073202,0.206639733692702,0.578218806692396
LOC105373554,3.84848089220002e-12,2.17259195868343e-05,0.0001020024106233,1.07464314555397e-05,1.18776553434197e-11,5.912430229726821e-09,5.5535421991957e-08,4.04001725169352e-07
CENPM,0.668234932540973,0.0377957892855412,0.601969588584335,0.318251668194627,0.643704963498472,0.459280584126569,0.505215427602348,0.91445374464724
KCNQ4,0.0956313928725559,0.39319332762424,0.940374188403207,0.977956184540964,0.826159166316376,0.565168313428802,0.951894948931949,0.881995165781158
GM2A,0.0072935316126271,0.0931283899684648,0.452395791776064,0.914737128517801,0.371183966159115,0.0011859301925582,0.981646035032505,0.0427515049994516
ZNF362,0.569916993042,0.65115809905252,0.679241825692967,0.912998814891569,0.675734346338454,0.685555528988132,0.842357983158323,0.983622561482028
ICAM4,0.0416590218628974,0.674749177650543,0.525590594873335,0.0565914798800536,7.10732900269701e-07,0.0182270869855733,0.15440547761549,0.122237223281245
LONRF1,0.003202038098472,0.0823611774399512,0.315800168148667,0.464624948397219,6.56999409424989e-06,0.0723720693674637,0.395873802898161,0.757547014612404
TMEM201,0.988174378141112,0.814376407061197,0.99614394343753,0.646931936659669,0.302344418694503,0.89733741459226,0.911397207414973,0.977229282066359
CEP70,0.933574039804358,0.0058466050549525,0.995186272217739,0.0034867309290658,0.942526422905806,0.699406867685457,0.870644553146684,0.746915898637534
C1orf21,0.465019110828923,0.0067203861661738,0.888673870820159,0.679672770026317,0.140715645905371,0.583172395020362,0.712669540117533,0.904979503073643
SSBP2,0.974404890010182,0.626192015290643,0.993579215618247,0.958381392361173,0.571247385950961,0.980625917384281,0.924383884189406,0.911867941346682
NKRF,0.962649618066927,0.118877499596684,0.965491759727666,0.717514453998711,0.956186834032294,0.894000383485676,0.947230462618388,0.990946463688527
ABCC4,0.0286779835392821,0.271078898272107,0.837076738990814,0.666039934331489,0.199087430553528,0.0796499988895929,0.366116535925854,0.488663515910626
CCDC13,0.783321882041722,0.651896350307309,0.98099658189607,0.930432808271741,0.614097109418559,0.928109211003803,0.0882505914561762,0.400079952421962
C8orf76,0.720272928254421,0.806152410495729,0.993579215618247,0.784136335294304,0.754220556316331,0.98386109949862,0.982357241782758,0.877109000914934
NKIRAS2,0.11477689980131,0.398765398026545,0.541520580812028,0.419518200226154,0.0003519329692534,0.140759442839301,0.890867632858984,0.33275664573218
HSPA4,0.0262707861226399,0.424941909768258,0.675016543638256,0.126506558167724,0.0033750705800875,0.0299562178543374,0.119235400125424,0.879391977525569
RLN2,0.407621356168141,0.545969317752594,0.953415619905082,0.980167847633071,0.203958948211621,0.691871436822371,0.814491598245358,0.939513061719191
ZKSCAN7-AS1,0.715950596521093,0.432382675817056,0.32661354099534,5.1996900351259e-05,0.127526037258765,0.0814100377133828,0.330592882189399,0.622193274946805
FGF9,0.873374044251475,0.489858144263334,0.998748486082051,0.496496971878369,0.607142992235128,0.402174252047893,0.841875565326966,0.673443206448709
CLCN4,0.969114934291134,0.717407749871132,0.991361859695164,0.848462470651623,0.466326848455331,0.705002215230992,0.969463691411704,0.593061923416474
LHFPL3-AS2,0.32504152544181,0.488506630031061,0.904097702490143,0.73023998146233,0.005667384892641,0.0285095485082059,0.065071990220751,0.349473569639659
EIF2AK3,0.0093575873019042,0.0358935947764685,0.971274312038152,0.195731136924408,0.0018275119116736,0.0072151009150608,0.276373634580848,0.463228081043982
SYNDIG1L,0.237741903557548,0.483649587256552,0.111731779298038,0.6772177504831,0.140354818435084,0.203142538212697,0.184892109738363,0.341467943249401
MMP24-AS1-EDEM2,0.0764642356484138,0.57316994830224,0.916646510365556,0.545221319971091,0.0099188256946344,0.183739984026506,0.509500284662654,0.412254951933496
LOC105378305,0.0037447064148391,0.499007160713275,0.871404801081075,0.74394980951808,0.448151473200387,0.61409420172483,0.840002210474442,0.89939086762394
CHKA,0.53922402356887,0.614317097870627,0.99132916161133,0.676195035320924,0.566993831071434,0.778215978115408,0.947230462618388,0.987557863502812
CDYL2,0.902195418043409,0.872588500836272,0.993808037492695,0.970817308228288,0.749873014538001,0.992265609466155,0.991796696295209,0.939130213411822
LOC107984515,0.0001167597034668,0.0307682868855297,0.0226140704204858,0.0007479743249687,0.0046291100842288,0.0075092029955016,0.0044353590323152,0.151195307946598
PA2G4,0.48200835759744,0.562170257127383,0.314354350046915,0.0968482119646852,0.0054695553721975,0.0072767993142372,0.0464235056257787,0.600057094243749
ATP5MK,0.0180417269733942,0.457461189379038,0.129294065742446,0.074416844457354,0.0005415987631362,0.0009950780008631,0.105438150335103,0.225024081342007
LOC105370109,0.777009161914246,0.864676069174074,0.98328146865789,0.628825586059002,0.860432757652193,0.825211290688583,0.970178029238584,0.993773702799839
DOCK1,0.450210664886666,0.230554793844256,0.569366196992673,0.827554190990407,0.950517380421515,0.883196865939249,0.435924989005843,0.291645351333157
GINM1,0.0252054344251329,0.0366028057332615,0.783921186738789,0.291683149524834,0.0022986207943076,0.022853412912947,0.125356900894081,0.217631115094406
LRFN3,0.383805793953483,0.745189372623312,0.958636787149008,0.929553293785141,0.894700268517262,0.883530421449602,0.985117200948563,0.7689300927049
LZTR1,0.0829166855935217,0.0091679875450503,0.717478068989485,0.235480149031005,0.286928110213505,0.173642846109119,0.144635798346476,0.150627509576431
ZNF22,0.964925723332699,0.817114540336238,0.997396144486811,0.958353468228905,0.964560798824098,0.72849131349663,0.987743543329226,0.698693567698216
ZNF687-AS1,0.0079814956825165,0.0075562985830114,0.160226718625541,0.0001147274919737,0.0006093438476641,0.0004412383401227,0.0010652793903406,0.011351104820802
SUGT1,0.213074614704392,0.539031540163015,0.781360126350536,0.195731136924408,0.0096178739062791,0.140759442839301,0.718954465866542,0.405322930378186
TLE5,0.510507659375683,0.0051746454758951,0.0421552273016848,0.413650402370217,0.861744641328651,0.924815738882506,0.221498297945271,0.648600427881368
EBNA1BP2,0.30078748289691,0.632730148414847,0.707375635020866,0.214743507146625,0.0001785816762992,0.0311033897585358,0.31983526638021,0.233374443907815
CASD1,0.319725182596398,0.87618000667416,0.971245829152517,0.837137978868786,0.149871267909299,0.440274631248512,0.688265389866393,0.908042592081694
LINC02265,0.0129576884882555,0.204464826633612,0.975622655236819,0.545251873942171,0.0053199798175614,0.0140014489275032,0.426766630491929,0.59120814975503
ZNF799,0.0014485246145814,0.001970106477682,0.296961409801518,0.220985880361932,0.0274641541665199,0.113144197163728,0.581504436274229,0.0881069162463977
TMPO-AS1,0.0048554084516962,0.003706983813968,0.0512362009919953,0.0457904099906856,0.0127684883265277,0.0018752790655217,0.0001801072137845,0.0223978477323702
GAPDH,0.0736997521914368,0.0022477561489364,0.68537243045024,0.321809570755575,0.280846837994307,0.0552644033223367,0.478322572503967,0.290129312011444
STK16,0.0003151923027942,0.0172997824964514,0.693189022967485,0.317929532690265,0.498934852018012,0.0129785427882353,0.175856727165015,0.950015575218902
LINC00472,0.883154027115156,0.931540969944859,0.999512864361057,0.999574770949221,0.981376012520857,0.970907778313359,0.966135548897203,0.977429825245029
RCAN3,0.0012493254241157,0.412226630808598,0.841635322146315,0.786581162229418,0.357754212732935,0.756393580547337,0.67319736708914,0.932815628073888
CD79A,4.60932222145632e-06,9.78738529383847e-06,0.387874110376418,0.0002075856945707,5.4063336062563e-05,2.24478407783036e-06,0.119808916363994,0.232155748252504
ZFP36,0.315067065400054,0.623690834495986,0.953545146927657,0.9411167057816,0.122888740661996,0.734392283491335,0.524848176035218,0.923089119620887
EOLA1,0.0993767727729938,0.806152410495729,0.993808037492695,0.836682380546432,0.0045971638712571,0.4782764245595,0.906067621311087,0.831597658890988
LEMD1,0.0580909014066504,0.728950809903982,0.688069277733126,0.829914744841874,0.0002063580690164,0.767019676361148,0.243963022880031,0.901747860423931
SELENOS,0.0018336936288552,0.169888054447288,0.25092326886357,0.682230236804472,0.0055679240954849,0.0792169974769441,0.629857162985314,0.351740448214432
ETNK1-DT,1.99077420187329e-07,0.0007209132173542,0.0519131945233812,0.0020356152660978,1.35871514553059e-06,1.38062532940681e-07,0.0562953854423805,0.0094301967360266
CBSLR,0.234851929208184,0.0017954254908665,0.524627878673893,0.839768601158759,0.116513425895127,0.0269295829975553,0.497616068217079,0.84985167338835
TRG-AS1,0.0502596655694178,0.0569671528852587,0.79514113442787,0.4437210132085,0.499438388153299,0.338282099216886,0.772657992257803,0.186464469946214
TSPAN15,0.945184790843483,0.807804086070597,0.958636787149008,0.962136266207272,0.650218327264041,0.985441347161332,0.864907870188707,0.55897333554564
LOC112268186,0.905569253110854,0.498176267086435,0.729537743869274,0.874530223516465,0.987719358633728,0.728960355157853,0.978490186576128,0.990109963650286
LOC127903862,,,,,,,,
LOC124902953,0.666301132921637,0.15745683062439,0.133465378429715,4.17114407956959e-05,0.0122605379589826,0.140881143060665,0.0142818301657967,0.0145390393154322
PTGER4P2-CDK2AP2P2,0.0233579297755458,0.0079788361698858,0.814146590567296,0.260570338438069,0.251429737645881,0.292834462879355,0.294396946687535,0.134982824326203
CEBPA,0.746539529277811,0.647142764454321,,,0.677683539164758,,0.893667972753031,
ZSCAN16,0.0394279955927424,0.0003203062526529,0.93590503309633,0.0990904043830718,0.334580868726755,0.0112563436619812,0.636719528388124,0.0669878665752454
VMP1,0.0157445270252828,0.0967493932483117,0.0001388974582018,7.70488300468331e-05,0.0093331974029824,0.0001913113574672,5.99668915023425e-05,0.206528508322975
BLACAT1,0.0574055481867499,0.603357958002556,0.735515364975934,0.793572900304765,0.0002282537930558,0.733596745998942,0.199642094284402,0.71888936609315
SUCLG2-DT,0.992711508257,0.221689754185533,0.993808037492695,0.0448605273407076,0.0592721690535262,0.899585990280188,0.721534450160901,0.536363211837991
SNX29P2,0.590163308547321,0.991527921405399,0.966679702863561,0.812050819826966,0.846155215092025,0.990881900178689,0.951015173854001,0.977217678201614
SNORD12,0.0128416123110634,1.63090544685016e-07,0.143218612529602,0.954742570974841,0.0008055748506649,0.230047825899319,0.0254137432269933,0.582037838105884
MZT2A,0.580067955835993,0.14112232769032,0.310907933904654,0.206206741547615,0.838100700983535,0.538073721411173,0.875991862343403,0.881995165781158
PHC2,0.397564321225542,0.0132431939102599,0.949322372561333,0.53926422722813,0.702046108056374,0.74692265336769,0.890345201636599,0.616375615997204
STARD5,0.050212320339082,0.0010609656883954,2.39822244614497e-06,0.0679576080015251,0.0001318751844151,1.57255048756965e-05,0.876397056277757,0.224936936815742
B4GALT4-AS1,0.0276888252979007,0.0229825377697889,0.352959770233512,0.04352158620313,0.0049591131645498,0.102062084158495,0.135457288364747,0.723889271223613
